"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"SOLAR","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.0293",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:02.905185"
"SONIC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.201",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.87","7.82",NULL,"3.5399999618530273",NULL,NULL,NULL,NULL,"2025-03-17 01:46:05.041882"
"SORKON","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41265",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.03","10.52",NULL,"5.760000228881836",NULL,NULL,NULL,NULL,"2025-03-17 01:46:07.175119"
"SPA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.241",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.14","19.91",NULL,"2.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:46:09.313494"
"SPACK","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18995",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.62","7.48",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:11.452207"
"SPALI","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.16916",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.61","5.27",NULL,"8.680000305175781",NULL,NULL,NULL,NULL,"2025-03-17 01:46:13.589428"
"SPC","STOCK","CS","Open1",0,NULL,NULL,NULL,"8.25275",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.7","7.02",NULL,"4.150000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:46:15.737131"
"SPCG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","11.99",NULL,"15.479999542236328",NULL,NULL,NULL,NULL,"2025-03-17 01:46:17.881731"
"SPG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.7152",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.79","17.9",NULL,"3.130000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:46:20.113441"
"SPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"5.80697",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74","10.89",NULL,"0.6299999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:46:22.266783"
"SPRC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51544",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","9.99",NULL,"7.769999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:46:24.415336"
"SPREME","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.16","7.93",NULL,"7.480000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:46:26.562206"
"SPRIME","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39",NULL,NULL,"12.319999694824219",NULL,NULL,NULL,NULL,"2025-03-17 01:46:28.706166"
"SPVI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11755",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.0","11.74",NULL,"5.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:46:30.848938"
"SQ","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.04442",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:32.98332"
"SR","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.04181",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:35.112589"
"SRICHA","STOCK","CS","Open1",0,NULL,NULL,NULL,"-2.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:37.25837"
"SRIPANWA","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41",NULL,NULL,"10.680000305175781",NULL,NULL,NULL,NULL,"2025-03-17 01:46:39.395164"
"SRS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.21205",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","15.85",NULL,"5.769999980926514",NULL,NULL,NULL,NULL,"2025-03-17 01:46:41.532348"
"SSF","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51394",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.78","10.99",NULL,"5.900000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:46:43.672964"
"SSP","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.5816",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.9","9.09",NULL,"3.7200000286102295",NULL,NULL,NULL,NULL,"2025-03-17 01:46:45.822228"
"SSPF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.33",NULL,NULL,"4.46999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:46:47.968235"
"SSSC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.3166",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","6.39",NULL,"8.09000015258789",NULL,NULL,NULL,NULL,"2025-03-17 01:46:50.10495"
"SST","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.57129",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:46:52.242812"
"SSTRT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.59",NULL,NULL,"8.369999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:46:54.391669"
"STA","STOCK","CS","Open1",13000,NULL,"19.0","3.9","1.08748",NULL,NULL,NULL,"19.0",NULL,NULL,NULL,"19.0",NULL,"19.0",NULL,NULL,"0.44","13.52","25.83","6.800000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:46:56.53124"
"STANLY","STOCK","CS","Open1",0,NULL,NULL,NULL,"12.33763",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.8","11.53",NULL,"9.170000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:46:58.667435"
"STC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02493",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.75","20.06",NULL,"3.5",NULL,NULL,NULL,NULL,"2025-03-17 01:47:00.8882"
"STECH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.16181",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","6.43",NULL,"3.2699999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:47:03.017261"
"STECON","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.55185",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:05.148641"
"STELLA","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.15397",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.26","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:07.285285"
"STGT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.34739",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.52","20.15",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-17 01:47:09.422251"
"STI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.89","32.5",NULL,"2.2100000381469727",NULL,NULL,NULL,NULL,"2025-03-17 01:47:11.567217"
"STOWER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01867",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.19","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:13.706934"
"STP","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.53142",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.34","6.92",NULL,"6.130000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:47:15.856083"
"STPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0543",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.57","54.19",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:18.009795"
"STX","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","7.71",NULL,"11.920000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:47:20.157137"
"SUC","STOCK","CS","Open1",0,NULL,NULL,NULL,"5.31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","6.12",NULL,"4.760000228881836",NULL,NULL,NULL,NULL,"2025-03-17 01:47:22.300914"
"SUN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.75","8.27",NULL,"7.960000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:47:24.467774"
"SUPER","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.04983",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.23","3.41",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:26.631958"
"SUPEREIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63",NULL,NULL,"9.920000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:47:28.773521"
"SUSCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.65","10.13",NULL,"6.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:47:30.930051"
"SUTHA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.17113",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","15.19",NULL,"3.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:47:33.075503"
"SVI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.15","11.88",NULL,"3.140000104904175",NULL,NULL,NULL,NULL,"2025-03-17 01:47:35.219925"
"SVOA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02669",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","38.59",NULL,"4.670000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:47:37.375049"
"SVR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05368",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","10.99",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:39.527617"
"SVT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.10798",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","12.41",NULL,"3.359999895095825",NULL,NULL,NULL,NULL,"2025-03-17 01:47:41.759173"
"SWC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.79","11.28",NULL,"4.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:47:43.907879"
"SYMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.47411",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","11.5",NULL,"2.9200000762939453",NULL,NULL,NULL,NULL,"2025-03-17 01:47:46.051154"
"SYNEX","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.74079",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.19","15.52",NULL,"3.8299999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:47:48.19955"
"SYNTEC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.46","4.99",NULL,"3.609999895095825",NULL,NULL,NULL,NULL,"2025-03-17 01:47:50.346583"
"TACC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.41213",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.51","10.29",NULL,"9.199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:47:52.496872"
"TAE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.35","25.83",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:54.648438"
"TAKUNI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.28187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.47","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:47:56.796295"
"TAN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.43358",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.9","11.3",NULL,"6.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:47:58.961255"
"TAPAC","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.18616",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 01:48:01.10844"
"TASCO","STOCK","CS","Open1",5000,NULL,"15.1","0.2","0.89786",NULL,NULL,NULL,"15.1",NULL,NULL,NULL,"15.1",NULL,"15.1",NULL,NULL,"1.44","16.15","1.34","6.210000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:48:03.238686"
"TATG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.21322",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","5.66",NULL,"7.139999866485596",NULL,NULL,NULL,NULL,"2025-03-17 01:48:05.374909"
"TBN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.19","27.48",NULL,"3.140000104904175",NULL,NULL,NULL,NULL,"2025-03-17 01:48:07.504993"
"TC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.99828",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76","6.21",NULL,"4.840000152587891",NULL,NULL,NULL,NULL,"2025-03-17 01:48:09.646293"
"TCAP","STOCK","CS","Open1",0,NULL,NULL,NULL,"6.34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.69","7.61",NULL,"6.840000152587891",NULL,NULL,NULL,NULL,"2025-03-17 01:48:11.791674"
"TCC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.011",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","24.94",NULL,"17.81999969482422",NULL,NULL,NULL,NULL,"2025-03-17 01:48:13.93547"
"TCJ","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.23","181.94",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:16.088754"
"TCMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.21","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:18.236421"
"TCOAT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48","71.06",NULL,"2.109999895095825",NULL,NULL,NULL,NULL,"2025-03-17 01:48:20.376127"
"TEAM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.35256",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.25","7.54",NULL,"8.649999618530273",NULL,NULL,NULL,NULL,"2025-03-17 01:48:22.608841"
"TEAMG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.74","14.93",NULL,"4.960000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:48:24.766383"
"TEGH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51512",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","6.48",NULL,"6.289999961853027",NULL,NULL,NULL,NULL,"2025-03-17 01:48:26.903198"
"TEKA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.69","5.33",NULL,"7.75",NULL,NULL,NULL,NULL,"2025-03-17 01:48:29.046979"
"TERA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.05","9.82",NULL,"10.329999923706055",NULL,NULL,NULL,NULL,"2025-03-17 01:48:31.195861"
"TFFIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.48",NULL,NULL,"7.210000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:48:33.335648"
"TFG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.54103",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.53","8.02",NULL,"6.909999847412109",NULL,NULL,NULL,NULL,"2025-03-17 01:48:35.482601"
"TFI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:37.633032"
"TFM","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.68","7.89",NULL,"12.65999984741211",NULL,NULL,NULL,NULL,"2025-03-17 01:48:39.774984"
"TFMAMA","STOCK","CS","Open1",0,NULL,NULL,NULL,"13.59312",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.92","14.79",NULL,"2.200000047683716",NULL,NULL,NULL,NULL,"2025-03-17 01:48:41.907493"
"TGE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.11429",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.42","14.52",NULL,"0.1899999976158142",NULL,NULL,NULL,NULL,"2025-03-17 01:48:44.062851"
"TGH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.51187",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.96","25.01",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:46.212123"
"TGPRO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.03421",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.16","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:48.355208"
"TH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14819",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","4.12",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:50.500559"
"THAI","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-6.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 01:48:52.646563"
"THANA","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12338",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.51","8.59",NULL,"3.869999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:48:54.782036"
"THANI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12846",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","12.22",NULL,"4.460000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:48:56.947404"
"THCOM","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.02083",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.17","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:48:59.098733"
"THE","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.07382",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:01.23363"
"THG","STOCK","CS","Open1",0,NULL,NULL,NULL,"-2.08209",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:03.451939"
"THIP","STOCK","CS","Open1",0,NULL,NULL,NULL,"3.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.91","7.66",NULL,"5.889999866485596",NULL,NULL,NULL,NULL,"2025-03-17 01:49:05.584804"
"THMUI","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.12148",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.39","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:07.714166"
"THRE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.05388",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","8.17",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:09.856231"
"THREL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:12.003246"
"TIDLOR","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.39","10.05",NULL,"3.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:14.142982"
"TIF1","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.68",NULL,NULL,"7.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:49:16.282711"
"TIGER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.10365",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.38","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:49:18.424483"
"TIPCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.19085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.24","0.0",NULL,"1.8799999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:49:20.572346"
"TIPH","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.56349",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.31","7.89",NULL,"12.869999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:49:22.7163"
"TISCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"8.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.82","11.34",NULL,"7.929999828338623",NULL,NULL,NULL,NULL,"2025-03-17 01:49:24.860368"
"TITLE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.12015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.86","35.66",NULL,"1.2000000476837158",NULL,NULL,NULL,NULL,"2025-03-17 01:49:26.992491"
"TK","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.03178",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.33","0.0",NULL,"5.619999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:49:29.127438"
"TKC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.88","16.73",NULL,"2.25",NULL,NULL,NULL,NULL,"2025-03-17 01:49:31.26366"
